type,id,lang,english,gold_verdict,pred_verdict,confidence,n_runs_flagged,gold_fields,pred_fields
false_accept,u-combined-2,hinglish,"13 hazaar rupaye tak pharmacy ke liye har hafte approve karo Apollo aur MedPlus pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants;period,
false_accept,u-swapped_currency-108,hinglish,"Entertainment pe din ka 3200 rs tak allow karo, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,currency,
false_accept,u-dropped_merchant-85,hinglish,"Ride hailing ya gold pe har hafte ₹9,500 tak allow karo Ola ya Rapido pe, kisi bhi time.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-widened_time_window-110,hinglish,"₹85,500 tak hotels ke liye monthly approve karo sirf Taj pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-wrong_period-87,hinglish,"Weekly metro ya groceries ka $12500 tak ka limit rakho kisi bhi store pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,period,
false_accept,u-wrong_amount-64,hinglish,"Mujhe har hafte gold ke liye ₹24500 tak kharch karne do CaratLane ya Tanishq pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,max_amount,
false_accept,u-wrong_period-93,hinglish,"Ek baar mein fuel ka ₹1,000 tak ka limit rakho sirf BharatPetroleum pe, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,period,
false_accept,u-wrong_period-53,hinglish,"1800 rupaye tak groceries ke liye ek baar mein approve karo bas Blinkit ya Zepto pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,period,
false_accept,u-widened_time_window-111,hinglish,"Roz utilities ka ₹2700 tak ka limit rakho kisi bhi store pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-70,hinglish,"Mujhe mahine ka fuel ke liye 42000 rs tak kharch karne do bas HPCL ya Shell pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-combined-51,hinglish,"Ride hailing ya gold pe har hafte ₹21,500 tak allow karo sirf Ola pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,period;time_window,
false_accept,u-overpermissive_merchants-55,hinglish,"Mujhe mahine ka entertainment ke liye ₹14,500 tak kharch karne do INOX pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-swapped_currency-46,hinglish,"Mujhe ek baar mein fuel ke liye 1600 rupaye tak kharch karne do bas BharatPetroleum aur Shell pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,currency,
false_accept,u-dropped_merchant-70,hinglish,"Ek baar mein pharmacy ya gold ka 2 hazaar tak ka limit rakho sirf Apollo ya Netmeds pe, kabhi bhi.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-narrowed_time_window-81,hinglish,"Har transaction pe education ka ₹2,100 tak ka limit rakho kisi bhi merchant pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-12,hinglish,"Mujhe hafte ka online shopping aur education ke liye 13 hazaar tak kharch karne do bas Meesho ya Myntra pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-combined-62,hinglish,"Hotels pe ek baar mein 2800 rupaye tak allow karo Treebo pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,currency;merchants,
false_accept,u-wrong_period-80,hinglish,"Streaming aur electricity bill pe weekly 28 hazaar tak allow karo kisi bhi store pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,period,
false_accept,u-added_merchant-59,hinglish,"Mujhe har hafte pharmacy, electricity bill aur dining ke liye 25500 dollar tak kharch karne do, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_category-10,hinglish,"Mujhe roz rent, groceries ya hotels ke liye 5 hazaar rupaye tak kharch karne do kisi bhi store pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-combined-25,hinglish,"9900 rs tak groceries ke liye din ka approve karo Zepto pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,max_amount;time_window,
